k n_trees depth sparsity k_build b v build_time recall var_recall query_time projection_time traversal_time vote_time exact_time cs_size n_train n_subsample val_recall val_var_recall val_query_time r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10
10 5 14 0.036 10 1 5e-06 11.285 0.6271 0.08432 0.075818 0 0.0031534 0.012319 0.060078 156.79 58000 100 0.6071 0.09075 0.076635 43 39 51 58 87 93 98 119 135 128 149 
10 5 14 0.036 10 1 7.5e-06 11.285 0.6271 0.08432 0.075775 0 0.0030751 0.012253 0.060172 156.79 58000 100 0.6071 0.09075 0.075649 43 39 51 58 87 93 98 119 135 128 149 
10 5 14 0.036 10 1 1e-05 11.285 0.6271 0.08432 0.075771 0 0.003118 0.012364 0.060021 156.79 58000 100 0.6071 0.09075 0.075757 43 39 51 58 87 93 98 119 135 128 149 
10 5 14 0.036 10 1 1.375e-05 11.285 0.6271 0.08432 0.076029 0 0.0029682 0.012276 0.060516 156.79 58000 100 0.6071 0.09075 0.075895 43 39 51 58 87 93 98 119 135 128 149 
10 5 14 0.036 10 1 1.75e-05 11.285 0.6271 0.08432 0.076036 0 0.0030083 0.01245 0.060312 156.79 58000 100 0.6071 0.09075 0.076003 43 39 51 58 87 93 98 119 135 128 149 
10 5 14 0.036 10 1 2.5e-05 11.285 0.6271 0.08432 0.076805 0 0.0029791 0.012726 0.060824 156.79 58000 100 0.6071 0.09075 0.076503 43 39 51 58 87 93 98 119 135 128 149 
10 5 14 0.036 10 1 3.75e-05 11.285 0.6271 0.08432 0.076775 0 0.0029767 0.012778 0.060749 156.79 58000 100 0.6071 0.09075 0.077551 43 39 51 58 87 93 98 119 135 128 149 
10 5 14 0.036 10 1 5e-05 11.285 0.6271 0.08432 0.076834 0 0.0030121 0.012655 0.060893 156.79 58000 100 0.6071 0.09075 0.079501 43 39 51 58 87 93 98 119 135 128 149 
10 5 14 0.036 10 1 7.5e-05 11.285 0.6271 0.08432 0.085597 0 0.0035088 0.013926 0.067874 156.79 58000 100 0.6071 0.09075 0.076343 43 39 51 58 87 93 98 119 135 128 149 
10 5 14 0.036 10 1 0.0001 11.285 0.6271 0.08432 0.074824 0 0.0033329 0.012383 0.058826 156.79 58000 100 0.6071 0.09075 0.073721 43 39 51 58 87 93 98 119 135 128 149 
10 5 14 0.036 10 1 0.0001375 11.285 0.6271 0.08432 0.073959 0 0.0027236 0.012422 0.058534 156.79 58000 100 0.6071 0.09075 0.073818 43 39 51 58 87 93 98 119 135 128 149 
10 5 14 0.036 10 1 0.000175 11.285 0.6271 0.08432 0.10796 0 0.0043102 0.020254 0.082866 156.79 58000 100 0.6071 0.09075 0.087761 43 39 51 58 87 93 98 119 135 128 149 
10 5 14 0.036 10 1 0.00025 11.285 0.6271 0.08432 0.086552 0 0.0039714 0.012451 0.069825 156.79 58000 100 0.6071 0.09075 0.0871 43 39 51 58 87 93 98 119 135 128 149 
10 5 14 0.036 10 1 0.000375 11.285 0.6271 0.08432 0.087397 0 0.0039455 0.012705 0.070441 156.79 58000 100 0.6071 0.09075 0.087078 43 39 51 58 87 93 98 119 135 128 149 
