k n_trees depth sparsity k_build b v build_time recall var_recall query_time projection_time traversal_time vote_time exact_time cs_size n_train val_recall val_var_recall val_query_time r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10
10 10 14 0.0104 10 1 1250 4.0307 0 0 0.026017 0 0.0047587 0.021011 3.7129e-05 0 98000 0 0 0.025323 1000 0 0 0 0 0 0 0 0 0 0 
10 10 14 0.0104 10 1 1500 4.0307 0 0 0.025477 0 0.0047199 0.020506 3.8112e-05 0 98000 0 0 0.025029 1000 0 0 0 0 0 0 0 0 0 0 
10 10 14 0.0104 10 1 2000 4.0307 0 0 0.025285 0 0.0046087 0.020433 3.6831e-05 0 98000 0 0 0.024963 1000 0 0 0 0 0 0 0 0 0 0 
10 10 15 0.0104 10 1 1 4.28646 0.5828 0.070294 1.0186 0 0.017034 0.033094 0.96816 235.8 98000 0.589 0.063442 0.98701 23 42 58 96 94 117 148 121 110 104 87 
10 10 15 0.0104 10 1 2 4.2865 0.3647 0.073177 0.16689 0 0.014305 0.021621 0.13071 37.669 98000 0.3681 0.06758 0.16439 128 135 135 133 119 97 76 66 57 32 22 
10 10 15 0.0104 10 1 3 4.2865 0.2457 0.061623 0.082071 0 0.014492 0.02126 0.046012 12.738 98000 0.2434 0.060557 0.081461 271 180 158 111 88 63 42 32 27 11 17 
10 10 15 0.0104 10 1 4 4.2865 0.166 0.048032 0.055532 0 0.011186 0.021073 0.022962 5.656 98000 0.1661 0.048249 0.073683 438 180 122 90 58 47 19 16 9 9 12 
10 10 15 0.0104 10 1 5 4.2865 0.1113 0.034377 0.053045 0 0.0088358 0.030303 0.013592 2.972 98000 0.1142 0.037216 0.042361 560 181 107 57 39 19 9 6 7 6 9 
10 10 15 0.0104 10 1 6 4.2865 0.0763 0.025994 0.040339 0 0.0086707 0.021179 0.010195 1.669 98000 0.0806 0.029553 0.050807 671 159 81 35 19 9 4 5 5 3 9 
10 10 15 0.0104 10 1 7 4.2865 0.0515 0.019858 0.040795 0 0.0088223 0.022606 0.0091126 0.979 98000 0.0545 0.023183 0.034428 766 133 47 22 9 4 2 1 6 1 9 
10 10 15 0.0104 10 1 8 4.2865 0.0357 0.015571 0.032426 0 0.0085845 0.020284 0.003323 0.593 98000 0.0399 0.019538 0.033446 837 101 28 14 3 1 1 2 4 1 8 
10 10 15 0.0104 10 1 9 4.2865 0.0249 0.012883 0.032408 0 0.008538 0.020414 0.0032272 0.38 98000 0.0293 0.015627 0.032537 902 57 17 6 2 2 1 2 3 2 6 
10 10 15 0.0104 10 1 10 4.2865 0.0175 0.0086724 0.030578 0 0.0085272 0.020253 0.0015644 0.268 98000 0.0205 0.011181 0.029731 929 43 9 6 2 1 1 2 3 1 3 
10 10 15 0.0104 10 1 11 4.2865 0.0107 0.0045 0.029191 0 0.0080138 0.019972 0.00097651 0.165 98000 0.0117 0.0042974 0.029199 956 23 7 5 2 3 0 1 2 1 0 
10 10 15 0.0104 10 1 12 4.2865 0.0076 0.0033055 0.030267 0 0.0081973 0.020127 0.0017134 0.112 98000 0.0068 0.0027966 0.028891 968 17 6 4 1 0 0 2 1 1 0 
10 10 15 0.0104 10 1 13 4.2865 0.0051 0.0024665 0.027414 0 0.0070542 0.019707 0.00043248 0.074 98000 0.0048 0.0023193 0.026532 980 11 4 1 0 0 1 1 2 0 0 
10 10 15 0.0104 10 1 14 4.2865 0.0037 0.0015779 0.027364 0 0.0066474 0.019677 0.00081094 0.046 98000 0.0034 0.0020705 0.026644 984 10 2 0 1 1 1 0 1 0 0 
10 10 15 0.0104 10 1 15 4.2865 0.0027 0.001264 0.026029 0 0.0061545 0.019434 0.00020765 0.032 98000 0.0025 0.0018856 0.025488 989 7 1 0 1 0 1 0 1 0 0 
10 10 15 0.0104 10 1 16 4.2865 0.0025 0.0011049 0.025667 0 0.0059321 0.019336 0.00017832 0.027 98000 0.0023 0.0018466 0.025522 990 6 1 0 1 0 1 1 0 0 0 
10 10 15 0.0104 10 1 17 4.2865 0.0015 0.00052828 0.025598 0 0.0058896 0.019368 0.0001222 0.016 98000 0.0014 0.00097902 0.025284 994 3 0 1 1 1 0 0 0 0 0 
10 10 15 0.0104 10 1 18 4.2865 0.0007 0.00020972 0.025393 0 0.0057728 0.019329 7.8158e-05 0.007 98000 0.0011 0.00082962 0.025041 997 1 1 0 1 0 0 0 0 0 0 
10 10 15 0.0104 10 1 19 4.2865 0.0003 4.996e-05 0.025292 0 0.0056833 0.019333 6.3754e-05 0.003 98000 0.0009 0.00081 0.025049 998 1 1 0 0 0 0 0 0 0 0 
10 10 15 0.0104 10 1 20 4.2865 0.0002 1.998e-05 0.025168 0 0.005656 0.019242 5.5508e-05 0.002 98000 0.0009 0.00081 0.025806 998 2 0 0 0 0 0 0 0 0 0 
10 10 15 0.0104 10 1 22 4.2865 0 0 0.025941 0 0.0062528 0.019431 3.7711e-05 0 98000 0 0 0.025489 1000 0 0 0 0 0 0 0 0 0 0 
10 10 15 0.0104 10 1 25 4.2865 0 0 0.025093 0 0.0055902 0.019245 3.7699e-05 0 98000 0 0 0.024793 1000 0 0 0 0 0 0 0 0 0 0 
10 10 15 0.0104 10 1 30 4.2865 0 0 0.025033 0 0.0054897 0.019289 3.9301e-05 0 98000 0 0 0.024786 1000 0 0 0 0 0 0 0 0 0 0 
10 10 15 0.0104 10 1 40 4.2865 0 0 0.025006 0 0.0055091 0.019245 3.7073e-05 0 98000 0 0 0.024831 1000 0 0 0 0 0 0 0 0 0 0 
10 10 15 0.0104 10 1 50 4.2865 0 0 0.02498 0 0.0054662 0.01926 3.9371e-05 0 98000 0 0 0.024754 1000 0 0 0 0 0 0 0 0 0 0 
10 10 15 0.0104 10 1 60 4.2865 0 0 0.025047 0 0.0055023 0.019292 3.773e-05 0 98000 0 0 0.024791 1000 0 0 0 0 0 0 0 0 0 0 
